-9.08076e-17, -2.18492e-16, 1.306
-8.5732e-10, -2.18492e-16, 1.306
-1.97635e-09, -2.18492e-16, 1.306
-3.17399e-09, -2.18494e-16, 1.306
-4.39397e-09, -2.18496e-16, 1.306
-5.61898e-09, -2.185e-16, 1.306
-6.84372e-09, -2.18506e-16, 1.306
-8.06655e-09, -2.18513e-16, 1.306
-9.28697e-09, -2.18522e-16, 1.306
-1.05048e-08, -2.18534e-16, 1.306
-1.17201e-08, -2.18547e-16, 1.306
-1.29328e-08, -2.18563e-16, 1.306
-1.41429e-08, -2.18581e-16, 1.306
-1.53503e-08, -2.18601e-16, 1.306
-1.65552e-08, -2.18623e-16, 1.306
-1.77575e-08, -2.18648e-16, 1.306
-1.89572e-08, -2.18674e-16, 1.306
-2.01543e-08, -2.18702e-16, 1.306
-2.13489e-08, -2.18733e-16, 1.306
-2.25409e-08, -2.18765e-16, 1.306
-2.37303e-08, -2.18798e-16, 1.306
-2.49172e-08, -2.18833e-16, 1.306
-2.61015e-08, -2.1887e-16, 1.306
-2.72833e-08, -2.18907e-16, 1.306
-2.84625e-08, -2.18946e-16, 1.306
-2.96392e-08, -2.18986e-16, 1.306
-3.08134e-08, -2.19026e-16, 1.306
-3.1985e-08, -2.19067e-16, 1.306
-3.31542e-08, -2.19109e-16, 1.306
-3.43208e-08, -2.19151e-16, 1.306
-3.54849e-08, -2.19192e-16, 1.306
-3.66465e-08, -2.19234e-16, 1.306
-3.78057e-08, -2.19276e-16, 1.306
-3.89623e-08, -2.19317e-16, 1.306
-4.01164e-08, -2.19358e-16, 1.306
-4.12681e-08, -2.19398e-16, 1.306
-4.24173e-08, -2.19437e-16, 1.306
-4.3564e-08, -2.19474e-16, 1.306
-4.47083e-08, -2.19511e-16, 1.306
-4.58501e-08, -2.19546e-16, 1.306
-4.69894e-08, -2.1958e-16, 1.306
-4.81263e-08, -2.19611e-16, 1.306
-4.92607e-08, -2.19641e-16, 1.306
-5.03928e-08, -2.19669e-16, 1.306
-5.15223e-08, -2.19694e-16, 1.306
-5.26495e-08, -2.19717e-16, 1.306
-5.37742e-08, -2.19737e-16, 1.306
-5.48965e-08, -2.19754e-16, 1.306
-5.60165e-08, -2.19769e-16, 1.306
-5.7134e-08, -2.1978e-16, 1.306
-5.82491e-08, -2.19788e-16, 1.306
-5.93618e-08, -2.19793e-16, 1.306
-6.04721e-08, -2.19794e-16, 1.306
-6.158e-08, -2.19792e-16, 1.306
-6.26855e-08, -2.19785e-16, 1.306
-6.37887e-08, -2.19775e-16, 1.306
-6.48895e-08, -2.1976e-16, 1.306
-6.59879e-08, -2.19741e-16, 1.306
-6.7084e-08, -2.19718e-16, 1.306
-6.81777e-08, -2.1969e-16, 1.306
-6.92691e-08, -2.19657e-16, 1.306
-7.03581e-08, -2.1962e-16, 1.306
-7.14448e-08, -2.19577e-16, 1.306
-7.25291e-08, -2.1953e-16, 1.306
-7.36111e-08, -2.19477e-16, 1.306
-7.46908e-08, -2.19419e-16, 1.306
-7.57682e-08, -2.19356e-16, 1.306
-7.68433e-08, -2.19287e-16, 1.306
-7.7916e-08, -2.19212e-16, 1.306
-7.89864e-08, -2.19132e-16, 1.306
-8.00546e-08, -2.19045e-16, 1.306
-8.11204e-08, -2.18953e-16, 1.306
-8.2184e-08, -2.18855e-16, 1.306
-8.32453e-08, -2.1875e-16, 1.306
-8.43042e-08, -2.18639e-16, 1.306
-8.5361e-08, -2.18522e-16, 1.306
-8.64154e-08, -2.18398e-16, 1.306
-8.74676e-08, -2.18268e-16, 1.306
-8.85175e-08, -2.18131e-16, 1.306
-8.95651e-08, -2.17988e-16, 1.306
-9.06106e-08, -2.17837e-16, 1.306
-9.16537e-08, -2.1768e-16, 1.306
-9.26946e-08, -2.17516e-16, 1.306
-9.37333e-08, -2.17345e-16, 1.306
-9.47698e-08, -2.17167e-16, 1.306
-9.5804e-08, -2.16982e-16, 1.306
-9.6836e-08, -2.16789e-16, 1.306
-9.78658e-08, -2.16589e-16, 1.306
-9.88933e-08, -2.16382e-16, 1.306
-9.99187e-08, -2.16168e-16, 1.306
-1.00942e-07, -2.15946e-16, 1.306
-1.01963e-07, -2.15717e-16, 1.306
-1.02982e-07, -2.1548e-16, 1.306
-1.03998e-07, -2.15235e-16, 1.306
-1.05013e-07, -2.14983e-16, 1.306
-1.06025e-07, -2.14723e-16, 1.306
-1.07035e-07, -2.14456e-16, 1.306
-1.08043e-07, -2.14181e-16, 1.306
-1.09048e-07, -2.13898e-16, 1.306
-1.10052e-07, -2.13607e-16, 1.306
